,Name,Gender,Matches,Wins,Win Rate %,Age
16,LAZAZI Azzeddine (ALG),Male,160,58,36.25,24
17,TEJADA Abit (DOM),Male,105,58,55.24,22
18,JAIN Anukram (IND),Male,106,58,54.72,23
19,LACENOVA Renata (SVK),Female,171,58,33.92,22
20,LILLO Diego (ESP),Male,123,58,47.15,21
21,SONG Zhuoheng (CHN),Male,75,58,77.33,22
22,BEKIR Eren (BUL),Male,124,58,46.77,20
23,KOHLER Felix (GER),Male,94,58,61.70,21
24,SHEVNIN Semen (AIN),Male,97,58,59.79,21
0,NILSSON Alice (SWE),Female,141,58,41.13,18
1,ZELENGOWSKI Mateusz (POL),Male,107,58,54.21,20
2,STEFANSKA Faustyna (GER),Female,111,58,52.25,16
3,GUPTA Atherva (IND),Male,85,58,68.24,16
4,KANO Lana (BRA),Female,92,58,63.04,17
5,SZABO Lenard (HUN),Male,110,58,52.73,14
6,MAMMADLI Yaghmur (AZE),Female,132,58,43.94,13
7,CHANG Ping-Cheng (TPE),Male,78,58,74.36,19
8,CRUZ Khevine (PHI),Male,76,58,76.32,13
9,MORICE Tania (ALG),Female,80,58,72.50,14
10,AGERHOLM Pernille (DEN),Female,149,57,38.26,33
11,CAZACU Alexandru (ROU),Male,128,57,44.53,36
12,KOBES Kristian (SVK),Male,151,57,37.75,34
13,KREKINA Svetlana (AIN),Female,86,57,66.28,43
14,NILSEN Marthe (NOR),Female,129,57,44.19,35
15,PINHO Diogo (POR),Male,99,57,57.58,33
16,PLACHY Josef (CZE),Male,82,57,69.51,53
17,SONG Ah Sim (HKG),Female,98,57,58.16,43
18,TAKAKIWA Kenichi (JPN),Male,105,57,54.29,40
19,HOTAN Kenji (PYF),Male,114,57,50.00,29
20,NABIL Mahmoud (EGY),Male,89,57,64.04,30
21,SUN Natalie (USA),Female,91,57,62.64,29
22,FUJIMOTO Kaito (JPN),Male,77,57,74.03,33
23,BOURIAH Larbi (ALG),Male,119,57,47.90,42
24,LERTORA Valentina (PER),Female,86,57,66.28,29
0,GARNOVA Tatiana (POR),Female,87,57,65.52,29
1,GALEANO Jaime (ESA),Male,162,57,35.19,25
2,CHAMBERS Dillon (AUS),Male,101,57,56.44,27
3,KASSAY Andrej (SVK),Male,164,57,34.76,27
4,ARTEMENKO Nikita (AIN),Male,104,57,54.81,25
5,REGAIRA Micaela (PER),Female,135,57,42.22,26
6,CHEN Bowen (USA),Male,79,57,72.15,26
7,KATSUMATA Luana (BRA),Female,94,57,60.64,25
8,MIHAILOVIC Luka (BIH),Male,145,57,39.31,25
9,FISCHER Elli (GRE),Female,108,57,52.78,24
10,PRUSA David (CZE),Male,130,57,43.85,24
11,PROMBERGER Jonas (AUT),Male,202,57,28.22,23
12,ESCOBAR Bryan (ECU),Male,101,57,56.44,24
13,PRYKHODKO Yaroslava (UKR),Female,121,57,47.11,23
14,LEE Daeun (KOR),Female,101,57,56.44,22
15,MACHADO Cristina (ESA),Female,120,57,47.50,20
16,CHONG Nicholas (SGP),Male,127,57,44.88,21
17,WROBEL Wiktoria (POL),Female,94,57,60.64,18
18,SUN Jiayi (CRO),Female,82,57,69.51,25
19,KABURKIN Maksim (AIN),Male,82,57,69.51,21
20,PUGOVKINA Iuliia (AIN),Female,114,57,50.00,18
21,ALESTEDT Peter (SWE),Male,114,57,50.00,18
22,STRASSBURGER Victoria (BRA),Female,93,57,61.29,19
23,MOLNAROVA Emma (SVK),Female,138,57,41.30,16
24,GONCALVES Carlos (POR),Male,143,57,39.86,15
0,ABI NADER Michel (LBN),Male,133,57,42.86,14
1,LIU Amber (USA),Female,81,57,70.37,16
2,SANCHI Candela (ITA),Female,100,57,57.00,16
3,CHIANG Janelle (SGP),Female,114,57,50.00,15
4,LAU Eden (HKG),Male,110,57,51.82,15
5,ALHAJJAI Waled Nasser (QAT),Male,160,56,35.00,38
6,CHOI Hyunjin (KOR),Male,96,56,58.33,46
7,ERMAKOVA Irina (AIN),Female,124,56,45.16,45
8,JANG Song Man (PRK),Male,84,56,66.67,39
9,JEON Hyekyung (KOR),Female,87,56,64.37,47
10,KIM Taehoon (KOR),Male,91,56,61.54,39
11,TIRSELT Mounaim (MAR),Male,89,56,62.92,45
12,STAHR Rosalia (GER),Female,102,56,54.90,34
13,NOWOCIN Katarzyna (POL),Female,130,56,43.08,30
14,LAI VAN Fabien (NCL),Male,112,56,50.00,29
15,MOHAMED Aia (QAT),Female,185,56,30.27,30
16,RADONJIC Vladimir (SRB),Male,110,56,50.91,32
17,NWACHUKWU Onyinyechi (CGO),Female,139,56,40.29,33
18,SHEN Yang (AUS),Male,95,56,58.95,26
19,PIMENTEL Tathiane (BRA),Female,114,56,49.12,27
20,DIXON Xavier (AUS),Male,117,56,47.86,25
21,HIISKU Artjom (EST),Male,132,56,42.42,27
22,ALMUTAIRI Turki (KSA),Male,158,56,35.44,23
23,FUKUDA Junta (JPN),Male,122,56,45.90,25
24,MARTINEK Luka (CRO),Male,124,56,45.16,26
0,LA Lorie (NCL),Female,181,56,30.94,21
1,YANG Rachel (USA),Female,88,56,63.64,22
2,KODAMA Fernanda (BRA),Female,88,56,63.64,24
3,MENKO Veronika (HUN),Female,127,56,44.09,22
4,BATISTA Ines (POR),Female,176,56,31.82,22
5,CERNOTA Filip (CZE),Male,138,56,40.58,23
6,PEREZ Sofia (CHI),Female,100,56,56.00,18
7,MA Jinbao (USA),Male,80,56,70.00,25
8,RODRIGUEZ Alondra (PUR),Female,97,56,57.73,20
9,SUN Wen (CHN),Male,82,56,68.29,28
10,LIM Yunoh (KOR),Male,77,56,72.73,20
11,MORALES Ian (GUA),Male,74,56,75.68,15
12,CARRERA Francesc (ESP),Male,115,56,48.70,17
13,JOSEPH Isabella (USA),Female,79,56,70.89,11
14,AJETUNMOBI Seun (NGR),Male,80,55,68.75,39
15,CHAN YOOK FO Brian (MRI),Male,99,55,55.56,35
16,HUGH Judy (USA),Female,97,55,56.70,35
17,MELCHER Madeleine (SWE),Female,93,55,59.14,35
18,MOLDOVAN Istvan (NOR),Male,98,55,56.12,51
19,MOSELHY Emad (EGY),Male,83,55,66.27,45
20,OLEJNIK Martin (CZE),Male,83,55,66.27,52
21,QIU Yike (CHN),Male,70,55,78.57,40
22,PILIPENKO Yelena (KAZ),Female,95,55,57.89,36
23,SIMONCIK Josef (CZE),Male,95,55,57.89,44
24,VALDEZ Johenny (DOM),Female,121,55,45.45,38
0,WANG Jianfeng (NOR),Male,92,55,59.78,58
1,AASEBO Marte (NOR),Female,174,55,31.61,35
2,KIM Hye Song (PRK),Female,95,55,57.89,31
3,SAMET Maryam (IRI),Female,104,55,52.88,35
4,UMANZOR Ariel (ESA),Male,119,55,46.22,27
5,THOMAS WU ZHANG Chloe Anna (WAL),Female,202,55,27.23,30
6,KARASIOVA Lizaveta (AIN),Female,114,55,48.25,30
7,TAN Kiat Yi Kerry (SGP),Male,91,55,60.44,30
8,BIALEK Artur (POL),Male,87,55,63.22,32
9,SHAH Aarsh (USA),Male,109,55,50.46,26
10,ERKHEIKKI Anna-Sofia (FIN),Female,189,55,29.10,28
11,NEMECEK Jakub (CZE),Male,125,55,44.00,27
12,PARK Shinwoo (KOR),Male,82,55,67.07,27
13,WANG Ting-Lyu (TPE),Female,111,55,49.55,27
14,SANTINO Vanina (NCL),Female,112,55,49.11,25
15,HORGEN Sarah (NOR),Female,149,55,36.91,26
16,NIGUEZ Marina (ESP),Female,156,55,35.26,25
17,VAKHLIAYEVA Kastiaryna (AIN),Female,116,55,47.41,24
18,JAISWAL Varuni (IND),Female,97,55,56.70,24
19,CHA Hyo Sim (PRK),Female,88,55,62.50,30
20,MELNIKOVA Anastassija (EST),Female,95,55,57.89,21
21,WRZOSEK Wiktoria (POL),Female,111,55,49.55,21
22,GODEC Aljaz (SLO),Male,172,55,31.98,21
23,LOZADA Juliana (COL),Female,115,55,47.83,20
24,BARTOVA Tereza (CZE),Female,153,55,35.95,19
0,YE Dinis (POR),Male,128,55,42.97,15
1,CHEN Lichen (USA),Female,89,55,61.80,18
2,CHANG Lingfei (CHN),Female,73,55,75.34,15
3,APONTE Lyanne (PUR),Female,100,54,54.00,33
4,BALL Matthew (NZL),Male,107,54,50.47,35
5,BRUGADA Ferran (ESP),Male,90,54,60.00,33
6,CORDUE John (NZL),Male,103,54,52.43,41
7,DAVIS Kyle (AUS),Male,115,54,46.96,36
8,FETUKHINA Margarita (AIN),Female,88,54,61.36,36
9,JUZBASIC Ivan (CRO),Male,105,54,51.43,44
10,SLADKOVA Nataliya (KAZ),Female,105,54,51.43,39
11,PRESSLMAYER Bernhard (AUT),Male,109,54,49.54,45
12,QURESHI Asim (PAK),Male,115,54,46.96,58
13,BUENO Paula (ESP),Female,149,54,36.24,32
14,NONAKA Yuki (JPN),Female,84,54,64.29,39
15,DECEUNINCK Anthony (BEL),Male,134,54,40.30,28
16,AFONSO Hiago (BRA),Male,73,54,73.97,29
17,MALDONADO Nikole (ECU),Female,175,54,30.86,27
18,LUNDH Anette (SWE),Female,116,54,46.55,27
19,RIBACK Ignacio (ARG),Male,144,54,37.50,27
20,LEIVA Enzo (ESA),Male,140,54,38.57,22
21,FUJIMURA Tomoya (JPN),Male,75,54,72.00,30
22,BERNADET Antoine (CAN),Male,165,54,32.73,28
23,KAMAL Shahd (EGY),Female,100,54,54.00,26
24,FULE Kata (HUN),Female,136,54,39.71,24
0,SANGLERTSILPACHAI Thyme (THA),Male,157,54,34.39,23
1,ANIMASAHUN Abayomi (NGR),Male,107,54,50.47,21
2,LINEV Pavel (AIN),Male,85,54,63.53,23
3,KIRNER Jana (GER),Female,119,54,45.38,23
4,REINOL Vitalia (EST),Female,102,54,52.94,21
5,BELAKON Viachaslau (AIN),Male,124,54,43.55,21
6,BARANI Arianna (ITA),Female,145,54,37.24,22
7,VAN LIEROP Karlijn (NED),Female,146,54,36.99,22
8,LARSSON Dennis (SWE),Male,108,54,50.00,19
9,PRICE Louis (ENG),Male,137,54,39.42,20
10,YEHIA Alaa (EGY),Female,83,54,65.06,22
11,CHEN Tsai-Ni (TPE),Female,76,54,71.05,20
12,MICHALAK Aleksandra (POL),Female,111,54,48.65,23
13,PERALES Jose (PER),Male,123,54,43.90,17
14,SZOSZNYAK Emma (HUN),Female,115,54,46.96,18
15,MURALIDHARAN Ananya (IND),Female,74,54,72.97,14
16,MOR Yali (ISR),Male,126,54,42.86,14
17,YAU Kwan Ting (HKG),Male,102,54,52.94,17
18,MADAAN Kavyaa (AUS),Female,105,54,51.43,13
19,YU Yi-Cing (TPE),Male,67,54,80.60,14
20,CAMPAGNA Pietro (ITA),Male,76,54,71.05,12
21,CALVO Allan (CRC),Male,119,53,44.54,42
22,CARVALHO Efraim (BRA),Male,100,53,53.00,37
23,DESPRES Rodolphe (FRA),Male,106,53,50.00,40
24,DURAN Blanca (CHI),Female,109,53,48.62,33
0,MA Chao In (MAC),Female,92,53,57.61,36
1,THERIEN Xavier (CAN),Male,108,53,49.07,46
2,YOKOYAMA Yuichi (JPN),Male,82,53,64.63,37
3,ZHANG Xueling (SGP),Female,103,53,51.46,41
4,PALATINUS Martin (HUN),Male,105,53,50.48,32
5,SCHAFFER Daniel (HUN),Male,115,53,46.09,33
6,LIN Chia-Chih (TPE),Female,117,53,45.30,33
7,BABEKIDIO Grace (CGO),Male,127,53,41.73,28
8,JAZBEC Ida (CRO),Female,115,53,46.09,30
9,MIHAILOVIC Boris (SRB),Male,134,53,39.55,30
10,MARTINEZ Guillermo (ESP),Male,114,53,46.49,32
11,HANSEN Jakob (DEN),Male,111,53,47.75,28
12,CHIH De-Rong (TPE),Female,78,53,67.95,29
13,GOODSELL Madeline (AUS),Female,105,53,50.48,27
14,REUSEAU Nicolas (FRA),Male,98,53,54.08,28
15,BOHM Gabor (HUN),Male,129,53,41.09,28
16,KUPRIKOVA Aleksandra (EST),Female,106,53,50.00,24
17,FEDOTOV Petr (AIN),Male,113,53,46.90,27
18,HEISZMAN Henrik (HUN),Male,112,53,47.32,26
19,PUANGTHIP Sirawit (THA),Male,104,53,50.96,26
20,HUANG Edison (CAN),Male,110,53,48.18,22
21,TSIAROKHIN Andrei (AIN),Male,164,53,32.32,25
22,RAJMIL Muriel (ARG),Female,124,53,42.74,24
23,GIRI Swathi (USA),Female,75,53,70.67,20
24,KLARENBEEK Eligius (LTU),Male,121,53,43.80,21
0,PEREZ Gabriel (PUR),Male,129,53,41.09,23
1,YANG Yechan (KOR),Male,86,53,61.63,23
2,MONTES Santiago (COL),Male,104,53,50.96,22
3,GOMEZ Juan Jesus (MEX),Male,89,53,59.55,21
4,DAVIDOV Elinor (ISR),Female,131,53,40.46,18
5,KEUSCH Noe (SUI),Male,105,53,50.48,18
6,PUSTAJ Victoria (CRO),Female,130,53,40.77,17
7,YU Abigail (USA),Female,65,53,81.54,12
8,DUR Julia (AUT),Female,148,53,35.81,15
9,AL-KUWARI Rabeah (QAT),Male,136,53,38.97,10
10,BASARAN Nil (TUR),Female,78,53,67.95,14
11,LAKOMA Maja (POL),Female,114,53,46.49,15
12,PARK Minhyeok (KOR),Male,89,53,59.55,15
13,OKADA Sora (JPN),Male,63,53,84.13,12
14,ARAYA Angie (CRC),Female,125,52,41.60,34
15,BRATANOV Martin (BEL),Male,109,52,47.71,50
16,CHMIEL Piotr (POL),Male,104,52,50.00,38
17,CHUMAKOU Dmitry (AIN),Male,128,52,40.63,41
18,CHUNG Wai Lung (NED),Male,113,52,46.02,35
19,GOBEL Jessica (GER),Female,84,52,61.90,43
20,GONZALES Richard (PHI),Male,101,52,51.49,54
21,HEISTER Danny (NED),Male,95,52,54.74,53
22,KRIVOSHEEV Viacheslav (AIN),Male,78,52,66.67,37
23,LEONG Kin Wa (MAC),Male,72,52,72.22,45
24,MUNOZ Guillermo (MEX),Male,124,52,41.94,60
0,OMRANI Mahjobeh (IRI),Female,117,52,44.44,34
1,YILDIRIM Fulya (TUR),Female,132,52,39.39,37
2,RI Mi Gyong (PRK),Female,88,52,59.09,34
3,SIM Kai Xin Zena (SGP),Female,139,52,37.41,34
4,YEFIMOV Viktor (UKR),Male,114,52,45.61,36
5,OVELAR Lucero (PAR),Female,121,52,42.98,32
6,HEIMBERGER Martin (AUT),Male,104,52,50.00,34
7,DOMEIKA Arnoldas (LTU),Male,137,52,37.96,32
8,ELSHAARAWY Karim (EGY),Male,96,52,54.17,32
9,DUMORTIER Fleur (NCL),Female,111,52,46.85,29
10,MONTUFAR Kevin (GUA),Male,94,52,55.32,33
11,HEPKE Johanna (HUN),Female,128,52,40.63,31
12,KMETOVA Veronika (CZE),Female,137,52,37.96,27
13,VAN DUIN Rianne (NED),Female,185,52,28.11,30
14,TAO Wenzhang (USA),Male,73,52,71.23,30
15,ZHU Linfeng (CHN),Male,60,52,86.67,29
16,ANTONIADIS Nikolaos (GRE),Male,90,52,57.78,26
17,FULOP Szilvia (HUN),Female,119,52,43.70,30
18,HERGELINK Bas (NED),Male,104,52,50.00,28
19,PISCO Alexandra (POR),Female,118,52,44.07,26
20,KANG Jihoon (KOR),Male,84,52,61.90,27
21,HESSELGREN Johan (SWE),Male,112,52,46.43,27
22,TIMAFALVI Gergo (HUN),Male,139,52,37.41,26
23,CHEN Jun-Ting (TPE),Male,104,52,50.00,24
24,LIN Yung-Chih (TPE),Male,99,52,52.53,25
0,EISE Tom (GER),Male,73,52,71.23,25
1,KWAK Yu Bin (KOR),Male,84,52,61.90,24
2,TSCHANZ Cedric (SUI),Male,145,52,35.86,25
3,KOH Dominic (SGP),Male,122,52,42.62,22
4,SUN Mingyang (CHN),Female,73,52,71.23,26
5,RAU Sarah (GER),Female,114,52,45.61,20
6,XIONG Mengyang (CHN),Male,63,52,82.54,21
7,TRETIAK Nazar (UKR),Male,118,52,44.07,20
8,ROBBES Jeanne (FRA),Female,79,52,65.82,20
9,NAGY Mihai (ROU),Male,117,52,44.44,15
10,ROBAYO Joshua (ECU),Male,89,52,58.43,17
11,CHEN Sung (AUT),Male,89,52,58.43,12
12,ARCHUA Benjamin (ARG),Male,88,52,59.09,15
13,ROCHUT Albane (FRA),Female,73,52,71.23,12
14,SHIRIEV Amir (UZB),Male,94,52,55.32,9
15,SAMARAWEERA Taavi (SRI),Male,110,52,47.27,9
16,ARAQUE Johana (COL),Female,100,51,51.00,42
17,REDJEP Ronald (CRO),Male,95,51,53.68,51
18,SAVELYEVA Antonina (AIN),Female,74,51,68.92,38
19,BOUCLARAS Fatiha (ALG),Female,147,51,34.69,32
20,LI Xiaodan (CHN),Female,71,51,71.83,35
21,BASHT BAVI Hamed (IRI),Male,86,51,59.30,28
22,KARLSSON Michaela (SWE),Female,148,51,34.46,31
23,PHILLIPS Angharad (WAL),Female,183,51,27.87,31
24,JEZO Martin (SVK),Male,152,51,33.55,30
0,LAI Jiaxin (CHN),Male,68,51,75.00,30
1,AGUSTIN Caterine (GUA),Female,137,51,37.23,27
2,DAUPLAISE Catherine (CAN),Female,92,51,55.43,28
3,VERONIK Nika (SLO),Female,137,51,37.23,27
4,LINDBLAD Alfred (SWE),Male,87,51,58.62,28
5,KUY Julie (FRA),Female,78,51,65.38,29
6,ALEXANDRE Bruna (BRA),Female,111,51,45.95,30
7,YAN Xin (AUS),Male,68,51,75.00,36
8,FRIGIOLINI Nicholas (ITA),Male,133,51,38.35,27
9,OGINI Olasunkanmi (NGR),Male,85,51,60.00,27
10,KORDA Kitti (ENG),Female,141,51,36.17,25
11,VAZQUEZ Miguel (MEX),Male,79,51,64.56,26
12,KIM Yedam (KOR),Female,91,51,56.04,27
13,SAMEH Shahd (EGY),Female,90,51,56.67,22
14,TOK Bilal Selim (TUR),Male,115,51,44.35,23
15,BARTOSZEK Julia (POL),Female,87,51,58.62,23
16,CHOI Inhyeok (KOR),Male,78,51,65.38,24
17,PENKAVOVA Kristyna (CZE),Female,136,51,37.50,22
18,KIM Taehyun (MLT),Male,90,51,56.67,21
19,MAHMOUD Hana (EGY),Female,84,51,60.71,22
20,FUENTES Alvaro (CHI),Male,96,51,53.13,18
21,WONG Qi Shen (MAS),Male,85,51,60.00,21
22,ELIA Sharpel (CYP),Male,107,51,47.66,19
23,LAMA Jaime (CHI),Male,106,51,48.11,19
24,HABAROVA Sara (SVK),Female,157,51,32.48,16
0,HOLEJSOVSKA Anna (CZE),Female,135,51,37.78,16
1,MAMAY Abdulla (KAZ),Male,115,51,44.35,19
2,JOO Cheonhui (KOR),Female,86,51,59.30,23
3,DIMITROV Viktor (BUL),Male,107,51,47.66,13
4,TRUMPAUSKAS Larry (ENG),Male,116,51,43.97,17
5,POP Alexandru (ROU),Male,73,51,69.86,12
6,WONG Jaryl (SGP),Male,110,51,46.36,16
7,BONCHEV Stefan (BUL),Male,75,51,68.00,12
8,ASMUSSEN Jakob (DEN),Male,103,50,48.54,37
9,BELROSE Alize (PYF),Male,66,50,75.76,35
10,BUHIJJI Hamad (BRN),Male,103,50,48.54,37
11,CARTER Trent (AUS),Male,91,50,54.95,35
12,CHIU Soo Jiin (MAS),Female,103,50,48.54,39
13,ELSHOBARY Reem (EGY),Female,125,50,40.00,33
14,GATINSKA Katalina (BUL),Female,84,50,59.52,54
15,JONSSON Carina (SWE),Female,114,50,43.86,45
16,KUMAR Jubin (IND),Male,117,50,42.74,39
17,KOLODYAZHNAYA Ekaterina (AIN),Female,94,50,53.19,34
18,STEPHENSEN Gudmundur (ISL),Male,70,50,71.43,42
19,WANG Yu (YOB=1981) (ITA),Female,107,50,46.73,43
20,XU Yan (SGP),Female,81,50,61.73,40
21,MERINO Edilberto (ESA),Male,109,50,45.87,32
22,AULESTIA Ian (ECU),Male,114,50,43.86,28
23,PERALTA Joselyn (ECU),Female,114,50,43.86,30
24,BAKIC Luka (MNE),Male,90,50,55.56,33
0,HAACK Sebastian (DEN),Male,107,50,46.73,30
1,SAAREMAE Rivo (EST),Male,121,50,41.32,30
2,HEDLUND Jesper (SWE),Male,100,50,50.00,32
3,AGUERRE Maria (ARG),Female,138,50,36.23,30
4,SOKOLOVSKYTE Jolita (LTU),Female,118,50,42.37,27
5,OMBLA Matea (CRO),Female,103,50,48.54,26
6,HO Ying (MAS),Female,136,50,36.76,29
7,IMANOVA Maryam (AZE),Female,152,50,32.89,27
8,MATSUBARA Yutaka (CHI),Male,110,50,45.45,27
9,KIPPEL Viggo (SWE),Male,119,50,42.02,25
10,THILLEN Eric (LUX),Male,142,50,35.21,24
11,ORTIZ Sebastian (PER),Male,108,50,46.30,24
12,SANTEK Leon (CRO),Male,116,50,43.10,21
13,KULIKOVA Olga (AIN),Female,84,50,59.52,31
14,STAMATOUROS Georgios (GRE),Male,112,50,44.64,25
15,RADULOVIC Filip (MNE),Male,134,50,37.31,23
16,IVANCO Felix (SVK),Male,140,50,35.71,21
17,DANILOVA Vasilisa (AIN),Female,71,50,70.42,20
18,VAN DER ZANDEN Emma (NED),Female,127,50,39.37,21
19,KERAENEN Linus (SWE),Male,119,50,42.02,21
20,AMEUR Habib (TUN),Male,127,50,39.37,20
21,MOUSAVI TAHER Mohammad (IRI),Male,94,50,53.19,22
22,GRAMMATOPOULOU Daniela (GRE),Female,106,50,47.17,21
23,SHETH Ved (USA),Male,91,50,54.95,19
24,MBONGIA Christian (COD),Male,110,50,45.45,21
0,TANIGAKI Yuma (JPN),Male,62,50,80.65,21
1,TRAN Daniel (USA),Male,70,50,71.43,17
2,KONIUKHOV Ilia (AIN),Male,70,50,71.43,18
3,LIANG Guodong (CHN),Male,67,50,74.63,22
4,AI LIS Gan (MAS),Female,79,50,63.29,17
5,VALENTIN Derek (PUR),Male,74,50,67.57,19
6,PIYADASA Tashiya (USA),Female,76,50,65.79,15
7,ASMU Agustin (ARG),Male,87,50,57.47,15
8,SMOTER Adam (POL),Male,131,50,38.17,16
9,KUTI Matthew (NGR),Male,68,50,73.53,14
10,CHEN Junsong (CHN),Male,66,50,75.76,19
11,LIU Shih-Ming (TPE),Male,74,50,67.57,17
12,AGRAWAL Advika (IND),Female,87,50,57.47,14
13,FANG Yong-En (TPE),Male,69,50,72.46,14
14,ZHOU Guanhong (CHN),Male,72,50,69.44,15
